B9W14_00005	0	0
B9W14_00010	0.59283166	0.838390574
B9W14_00015	0	0
B9W14_00045	0	0
B9W14_00050	0	0
B9W14_00055	0	0
B9W14_00060	0	0
B9W14_00065	0	0
B9W14_00070	211.3996291	34.77803715
B9W14_00075	82.71476584	3.256155031
B9W14_00080	10.06984885	6.140103999
B9W14_00085	3.447430728	0.960213429
B9W14_00090	65.75263053	5.177023855
B9W14_00095	111.2458891	43.36881858
B9W14_00100	19.67295936	5.424545576
B9W14_00105	20.75880227	8.09274605
B9W14_00110	46.64550432	14.21347707
B9W14_00115	41.82824529	8.407285027
B9W14_00120	55.13734173	17.49709444
B9W14_00125	156.6242735	8.5922777
B9W14_00135	10.08058046	2.255268995
B9W14_00140	125.2959396	68.50931171
B9W14_00145	85.97017794	36.42488959
B9W14_00150	33.73172075	23.31090663
B9W14_00155	0	0
B9W14_00160	1.131540564	0.223627202
B9W14_00165	100.1776228	30.95469355
B9W14_00170	13.75726229	6.224379312
B9W14_00175	519.3149984	88.59738438
B9W14_00180	0.868241644	1.227879109
B9W14_00185	0	0
B9W14_00190	83.8553891	28.38037714
B9W14_00195	72.61901611	5.150022825
B9W14_00200	68.98093249	5.334903905
B9W14_00205	10.39146123	0.910936842
B9W14_00210	923.7528204	159.2341813
B9W14_00215	68.32585347	27.78868475
B9W14_00220	476.4437692	145.994128
B9W14_00225	125.9087531	40.71017076
B9W14_00230	7.657722213	5.080690673
B9W14_00235	23.72176215	2.649181421
B9W14_00240	128.5557559	32.16153742
B9W14_00245	72.89715733	12.64657342
B9W14_00250	46.60412879	14.70519421
B9W14_00255	7.846223549	1.255498642
B9W14_00260	7.305002125	2.415064205
B9W14_00265	4.084351119	0.018336249
B9W14_00270	137.9514027	70.07136408
B9W14_00275	120.9962517	3.128999502
B9W14_00280	129.4434876	5.982354254
B9W14_00285	22.30713372	2.121952239
B9W14_00290	7.700227754	6.178568735
B9W14_00295	11.98738174	0.666488409
B9W14_00300	184.3415707	8.010852286
B9W14_00310	1.331334837	0.622278849
B9W14_00315	176.281708	33.38216358
B9W14_00320	135.5457352	17.92818206
B9W14_00325	476.524174	14.64567863
B9W14_00330	300.7642073	11.12747796
B9W14_00335	765.1984601	71.85401085
B9W14_00340	819.8634934	52.82783074
B9W14_00345	12.82183745	4.322636716
B9W14_00350	102.1429184	2.853596525
B9W14_00355	238.8003958	56.74062012
B9W14_00360	2.576867413	0.71773529
B9W14_00365	2.134193977	3.018206067
B9W14_00370	3.163731817	3.394372303
B9W14_00375	5.626930734	0.587011216
B9W14_00380	5.902179007	1.399348825
B9W14_00385	308.8682792	92.60623431
B9W14_00390	228.2728978	56.08604791
B9W14_00395	20.69425443	2.651580962
B9W14_00400	143.8933338	17.68993903
B9W14_00405	120.6923014	30.70599503
B9W14_00410	232.2868947	23.45914681
B9W14_00415	171.0449651	1.229804107
B9W14_00420	35.46469168	0.340274681
B9W14_00425	714.2663173	70.53336792
